origin,destination,days_to_departure,time_of_day,user_type,weather_score,is_holiday,competitor_price,time_of_day_encoded,user_type_encoded,price
BLR,DEL,8,Night,Leisure,1.2602908100843693,1,5946,3,0,24472
DEL,HYD,20,Morning,Leisure,1.2363713563315284,0,7167,0,0,21721
MAA,BLR,51,Night,Business,1.1657689984109758,0,5761,3,1,11889
BLR,BLR,78,Afternoon,Business,1.1309636992970964,0,7117,1,1,9538
BLR,HYD,39,Evening,Business,0.8588603042468526,1,4812,2,1,9825
DEL,BLR,37,Afternoon,Leisure,1.0728040128570695,0,5364,1,0,12580
MAA,BOM,50,Evening,Business,1.0128931730235338,1,5805,2,1,13364
HYD,BOM,34,Afternoon,Business,1.2171664549485948,0,9007,1,1,24351
MAA,BLR,75,Morning,Business,0.9950275440940433,1,5307,0,1,8649
BOM,BLR,33,Afternoon,Leisure,0.7766456581256134,0,6241,1,0,9633
HYD,BOM,31,Afternoon,Business,0.7029834911934094,0,9164,1,1,12917
BLR,BLR,54,Morning,Business,1.1067238722811992,0,6836,0,1,13953
HYD,BLR,44,Evening,Leisure,1.0299450322762969,0,8659,2,0,18277
BLR,HYD,34,Evening,Leisure,0.898577742615069,1,4497,2,0,10652
BLR,DEL,71,Morning,Leisure,0.8013832900227342,0,5819,0,0,6571
HYD,BOM,62,Afternoon,Leisure,0.9800291934423413,0,6707,1,0,9980
BLR,HYD,23,Afternoon,Leisure,0.7601718834873433,1,4098,1,0,8264
BLR,DEL,46,Afternoon,Leisure,0.9016650935326859,0,4583,1,0,8029
BOM,BLR,56,Night,Business,0.9275271437413806,1,7081,3,1,14334
MAA,BLR,7,Evening,Business,0.9793712169027773,0,6586,2,1,16941
MAA,HYD,89,Afternoon,Leisure,0.9799724508033081,1,5802,1,0,6685
BOM,BLR,61,Evening,Leisure,0.8542033860845664,0,6284,2,0,8092
HYD,MAA,3,Afternoon,Business,1.2101265889611925,0,4221,1,1,12662
DEL,HYD,38,Morning,Leisure,0.9133261037540473,0,4654,0,0,8706
DEL,DEL,84,Morning,Leisure,0.8377523853355098,0,9304,0,0,9582
DEL,HYD,34,Evening,Business,0.8054859300463542,0,3516,2,1,6382
BOM,BOM,44,Evening,Leisure,0.8935470367020013,0,4491,2,0,8317
BOM,HYD,30,Morning,Leisure,0.7405317297865206,1,8473,0,0,16966
BLR,BLR,17,Night,Business,0.719744513788583,1,5732,3,1,12133
DEL,BLR,59,Morning,Business,1.0630853180817206,1,6962,0,1,15799
HYD,MAA,10,Afternoon,Business,1.071488281629514,1,4946,1,1,16359
HYD,MAA,84,Night,Business,1.0177529215829737,0,4965,3,1,6131
DEL,MAA,18,Morning,Business,1.1573711171390346,1,7267,0,1,25915
DEL,DEL,45,Night,Leisure,0.7234903265662468,1,9274,3,0,14780
DEL,MAA,59,Night,Leisure,1.2615838649256808,0,7127,3,0,14574
BOM,DEL,62,Night,Leisure,0.7570390739542363,0,6583,3,0,7594
BOM,MAA,59,Evening,Leisure,1.1044137966361562,1,5043,2,0,10039
BOM,DEL,49,Morning,Leisure,0.7800379533644856,0,3579,0,0,4935
MAA,HYD,63,Evening,Business,1.2279432599846754,0,6787,2,1,13832
HYD,HYD,87,Evening,Leisure,1.0064279721670188,0,4771,2,0,5346
HYD,BLR,32,Afternoon,Leisure,0.7493761246107856,1,5064,1,0,9398
BLR,DEL,10,Afternoon,Leisure,1.0700344676200442,1,8891,1,0,28898
BOM,BOM,11,Night,Leisure,0.7054659663293209,0,8624,3,0,16062
MAA,BLR,70,Night,Leisure,1.1656133070641468,0,9161,3,0,14698
MAA,HYD,62,Afternoon,Business,1.0903509919876742,0,5213,1,1,8872
HYD,DEL,47,Afternoon,Leisure,0.8275748496181043,0,4509,1,0,7215
BOM,MAA,34,Morning,Leisure,0.9248505497056562,0,4272,0,0,8321
BLR,BOM,17,Night,Leisure,0.7046840166933341,0,3982,3,0,6476
BOM,HYD,54,Night,Leisure,1.116210288982723,1,5892,3,0,13630
DEL,BLR,76,Afternoon,Leisure,0.8936008825058315,0,9181,1,0,10199
BOM,DEL,85,Morning,Leisure,1.0429533491780316,0,6679,0,0,7341
DEL,BOM,40,Afternoon,Business,1.2740365767486779,1,5081,1,1,15002
DEL,DEL,19,Afternoon,Leisure,0.879680027768551,0,6021,1,0,12661
BLR,MAA,67,Evening,Business,1.294142730452391,0,4605,2,1,9373
HYD,BLR,82,Night,Business,1.0796370316045398,0,7209,3,1,9451
BOM,DEL,53,Morning,Leisure,0.845253199771303,0,8703,0,0,13229
DEL,HYD,64,Evening,Leisure,0.9620667298127547,1,6861,2,0,11970
BOM,BLR,83,Night,Leisure,1.1442718734301538,1,7770,3,0,10951
HYD,HYD,47,Afternoon,Business,0.9678867446098487,0,9447,1,1,16464
HYD,DEL,6,Morning,Leisure,0.7411045404049313,0,4341,0,0,9161
MAA,BLR,16,Night,Leisure,0.8011621968295254,0,7034,3,0,13663
HYD,HYD,72,Afternoon,Leisure,1.1747786474703674,0,5372,1,0,8692
BLR,MAA,18,Evening,Business,1.0890238454308367,0,9482,2,1,23707
DEL,MAA,52,Morning,Business,1.0418952863992803,0,7005,0,1,13913
MAA,DEL,48,Night,Leisure,0.8005731824532407,0,6820,3,0,10896
BLR,BLR,43,Evening,Business,1.2026544672102037,1,6228,2,1,16202
BOM,BOM,39,Afternoon,Leisure,1.27644406575175,1,4454,1,0,14398
DEL,BLR,49,Afternoon,Business,0.7245322584944017,0,5095,1,1,6147
HYD,MAA,12,Night,Leisure,0.7468191223923132,0,5788,3,0,11283
DEL,HYD,10,Afternoon,Business,1.230834701988739,0,7935,1,1,23761
BOM,BOM,71,Morning,Leisure,1.189331352419277,0,4243,0,0,6470
MAA,DEL,55,Night,Leisure,1.0707606733067763,0,4994,3,0,8188
MAA,BOM,1,Evening,Business,1.266979125391683,0,6846,2,1,26239
MAA,DEL,49,Night,Business,1.0878583467952019,0,9444,3,1,19929
HYD,BOM,36,Night,Business,0.829591165437702,0,7610,3,1,12021
BLR,DEL,21,Evening,Business,1.1371853942301402,0,5488,2,1,15148
BLR,DEL,37,Afternoon,Business,1.0874262068473823,0,3707,1,1,7860
DEL,BOM,24,Evening,Leisure,1.2914468212060177,0,4583,2,0,13083
HYD,BOM,55,Morning,Leisure,0.828337441824875,0,5912,0,0,8948
MAA,DEL,25,Afternoon,Business,1.0587309618175593,0,6811,1,1,15306
MAA,MAA,7,Night,Leisure,1.1681005133350735,0,7510,3,0,23808
BOM,BOM,81,Afternoon,Leisure,0.9033898536029025,0,3896,1,0,4071
BOM,BLR,71,Afternoon,Business,0.9278077498589425,1,5457,1,1,7865
MAA,HYD,71,Morning,Leisure,1.2327411029969926,0,8389,0,0,14133
MAA,DEL,24,Afternoon,Leisure,0.9425169277653288,0,3708,1,0,8822
HYD,DEL,11,Afternoon,Business,1.0748397111373686,0,8752,1,1,25636
BLR,HYD,73,Afternoon,Business,1.2335428825160952,1,3932,1,1,7225
BOM,MAA,12,Night,Leisure,0.8258959498543368,1,6156,3,0,16710
BLR,HYD,35,Afternoon,Business,1.2891263778115634,0,9350,1,1,27526
HYD,BOM,63,Evening,Leisure,1.1211721203821954,0,5936,2,0,9791
MAA,HYD,68,Afternoon,Business,0.9976730164848668,0,8178,1,1,11357
BLR,DEL,57,Morning,Business,0.9585523386105985,1,8027,0,1,14181
MAA,HYD,13,Afternoon,Business,1.2726187693309028,0,8893,1,1,27854
MAA,BLR,23,Afternoon,Business,0.8234348965177998,1,7946,1,1,19008
DEL,BOM,83,Night,Leisure,0.8870099541075768,0,3633,3,0,3506
BLR,HYD,39,Evening,Business,0.8846756533287549,0,4138,2,1,6665
BLR,DEL,88,Afternoon,Business,0.873403800840678,1,4728,1,1,4987
MAA,BOM,80,Evening,Leisure,0.9811228271294135,1,6869,2,0,9613
HYD,DEL,12,Morning,Leisure,1.2935075399607001,0,7712,0,0,25876
DEL,MAA,34,Night,Leisure,1.2332720600297304,0,7519,3,0,20381
MAA,BLR,71,Evening,Leisure,0.8967697409928916,0,4790,2,0,5408
BOM,MAA,75,Night,Business,0.9537220694380826,0,9413,3,1,11599
BOM,BLR,31,Afternoon,Leisure,1.1016884478315587,0,5696,1,0,13040
DEL,HYD,62,Morning,Business,0.7102910084179684,0,5203,0,1,6281
HYD,BOM,13,Night,Leisure,1.1920921952113888,0,9443,3,0,27791
MAA,HYD,31,Afternoon,Business,1.2278788343871518,0,5726,1,1,14101
BLR,BLR,2,Evening,Leisure,1.2143202005947205,0,5695,2,0,17336
DEL,BLR,15,Morning,Business,0.9250326321313217,0,8060,0,1,17764
HYD,BLR,57,Morning,Business,0.9771997044185249,0,4475,0,1,6792
BLR,DEL,75,Evening,Leisure,0.7074329931422535,0,4528,2,0,4288
BOM,BOM,34,Evening,Business,0.9396372088261304,0,4025,2,1,8574
BOM,HYD,68,Morning,Business,0.9762560934199609,0,5827,0,1,7884
BLR,HYD,75,Night,Business,1.2441845758410872,0,6046,3,1,9931
DEL,MAA,29,Morning,Business,1.2363926042543485,0,4335,0,1,12446
BOM,BLR,66,Evening,Leisure,1.2796582384527457,0,5983,2,0,11101
MAA,BLR,16,Night,Business,1.2310629910543123,0,6363,3,1,17741
BLR,BLR,39,Afternoon,Business,0.7049204256565873,0,8835,1,1,11899
BLR,HYD,77,Morning,Leisure,1.0848765113993317,1,6234,0,0,11009
BOM,MAA,37,Evening,Leisure,0.7409426098618245,1,5038,2,0,9826
DEL,DEL,81,Afternoon,Leisure,0.8635565718279912,0,5410,1,0,5056
MAA,BOM,21,Morning,Business,1.0469845776823483,0,7549,0,1,17772
DEL,DEL,44,Morning,Business,1.1203682910445234,0,6142,0,1,13923
HYD,HYD,19,Night,Leisure,1.0927792155502571,0,4803,3,0,12665
HYD,BLR,71,Evening,Business,0.7294350204451859,0,3631,2,1,3845
BOM,BOM,8,Afternoon,Leisure,0.7621623217417312,0,3892,1,0,7378
BOM,HYD,77,Morning,Business,0.777152087758764,0,8076,0,1,8624
BOM,HYD,66,Night,Leisure,0.7548486260618146,1,7084,3,0,10035
HYD,HYD,41,Afternoon,Business,0.8069406539615933,0,6175,1,1,9269
DEL,BOM,75,Afternoon,Leisure,1.1130926747869356,0,5966,1,0,8733
DEL,BOM,88,Morning,Business,1.1985023506954917,0,4725,0,1,5433
BOM,MAA,70,Afternoon,Leisure,0.9452883340440461,0,6205,1,0,7984
MAA,MAA,61,Morning,Business,1.1156689038570062,0,3961,0,1,7205
DEL,DEL,26,Night,Business,0.8200097567594958,0,5301,3,1,9574
HYD,BOM,71,Night,Business,1.283968090980045,0,6773,3,1,12377
BLR,BOM,83,Afternoon,Leisure,0.909998513714571,0,7485,1,0,7368
BLR,BOM,70,Morning,Business,1.207520143722901,0,3651,0,1,6445
BLR,MAA,29,Evening,Business,1.2672198235776322,0,5769,2,1,15773
MAA,HYD,66,Night,Business,1.2188283777251814,0,7674,3,1,14647
BOM,BLR,19,Morning,Leisure,0.7402405909241733,1,8819,0,0,17580
HYD,MAA,68,Morning,Business,1.0901842943843536,0,5285,0,1,8067
MAA,BOM,58,Morning,Leisure,0.7720544239429307,0,6960,0,0,8748
HYD,MAA,70,Afternoon,Business,0.7033978003154779,1,5336,1,1,6209
HYD,DEL,57,Evening,Leisure,0.7310700663658404,0,4897,2,0,5863
BOM,BOM,37,Afternoon,Leisure,1.2496895178682346,0,4575,1,0,11647
BLR,DEL,61,Night,Business,1.2450781085562364,0,9243,3,1,19960
BOM,BOM,30,Afternoon,Leisure,0.8354946326584203,0,8006,1,0,13812
MAA,MAA,71,Morning,Leisure,1.0282367288791758,0,5508,0,0,8235
MAA,HYD,73,Afternoon,Business,1.2730169573595558,0,4993,1,1,8605
MAA,BLR,25,Morning,Leisure,0.9980236778180576,1,4635,0,0,12546
BOM,DEL,65,Evening,Leisure,0.9361466920874547,0,5048,2,0,7277
HYD,MAA,6,Afternoon,Leisure,0.9899492164267747,0,4284,1,0,12169
HYD,HYD,18,Afternoon,Leisure,1.1741294569311664,0,8663,1,0,24652
DEL,MAA,10,Afternoon,Business,0.9863665795199412,0,4920,1,1,13538
MAA,DEL,11,Morning,Leisure,1.1699666087694216,0,9204,0,0,25525
HYD,BLR,65,Morning,Leisure,0.9590184673845598,0,8338,0,0,12361
DEL,MAA,77,Afternoon,Business,0.8512034027268297,0,5935,1,1,6153
HYD,BOM,84,Afternoon,Business,0.8958836378911723,0,6981,1,1,6845
MAA,HYD,65,Evening,Leisure,0.7466940787822995,1,7151,2,0,9747
BLR,MAA,52,Evening,Business,0.9984286866455658,1,5563,2,1,11683
MAA,HYD,67,Night,Business,0.7888665549334137,0,5520,3,1,6207
BOM,BOM,82,Evening,Business,1.1869282038008397,0,8257,2,1,10932
HYD,BLR,78,Evening,Business,0.9523543444941365,0,9423,2,1,11391
HYD,BLR,31,Evening,Business,1.159001394395034,0,5649,2,1,14288
BOM,BOM,17,Morning,Business,1.2726762565231802,0,4450,0,1,13439
BOM,HYD,55,Evening,Business,1.2096867698279417,0,3524,2,1,6819
BLR,MAA,36,Evening,Business,1.2708782078474918,0,9212,2,1,25687
HYD,BOM,26,Afternoon,Business,1.0407619161224382,0,3517,1,1,8845
HYD,DEL,53,Morning,Leisure,0.7991946603883251,1,7325,0,0,11523
BLR,HYD,17,Night,Leisure,1.2612375725102205,0,4069,3,0,12022
DEL,BLR,86,Night,Leisure,1.2211026343580627,0,8612,3,0,10764
BLR,BOM,25,Evening,Leisure,1.218647794640157,0,4855,2,0,14654
MAA,BLR,2,Night,Leisure,1.115964656445231,1,5092,3,0,19852
HYD,HYD,86,Night,Business,1.0749497573116478,0,4330,3,1,4599
BOM,BLR,5,Night,Business,0.7088343351167988,0,8631,3,1,17617
MAA,BOM,4,Evening,Leisure,1.14883244145287,0,6582,2,0,18662
HYD,HYD,36,Night,Leisure,0.7549210704896834,1,8902,3,0,15945
BLR,DEL,6,Evening,Business,0.8558505616615455,0,9348,2,1,23238
MAA,BOM,21,Afternoon,Leisure,1.030894177210802,0,4371,1,0,11505
HYD,MAA,77,Afternoon,Business,0.971039550925625,1,4334,1,1,6721
DEL,BOM,89,Night,Leisure,0.7094646338628675,1,6812,3,0,5865
DEL,HYD,26,Afternoon,Business,1.1943910350710274,0,8452,1,1,22194
BOM,BOM,55,Evening,Leisure,1.2272805748515558,0,6616,2,0,14856
HYD,DEL,39,Afternoon,Business,1.1091237660980602,0,4469,1,1,10327
DEL,DEL,84,Night,Leisure,1.0246407151940935,0,4092,3,0,4503
BLR,MAA,33,Evening,Leisure,1.2764427033396828,0,3754,2,0,10178
HYD,BLR,14,Morning,Business,0.7719737246489151,0,5614,0,1,11754
BLR,HYD,56,Evening,Business,1.1427460321989935,0,6465,2,1,13413
BLR,HYD,81,Afternoon,Leisure,0.7770163677371187,0,6161,1,0,5828
DEL,BLR,21,Morning,Leisure,0.9291068793540495,0,4102,0,0,9492
HYD,DEL,46,Evening,Business,1.0512907055025873,0,4565,2,1,8191
MAA,DEL,16,Morning,Business,1.1422526143026115,0,9407,0,1,27205
DEL,BOM,16,Morning,Business,0.7022296601631903,0,5339,0,1,9649
DEL,MAA,84,Morning,Leisure,0.8563587318230657,0,9405,0,0,8155
HYD,MAA,29,Evening,Leisure,1.0229202348458921,0,5931,2,0,14394
HYD,MAA,8,Afternoon,Business,1.0197242074969042,0,8853,1,1,25874
BLR,BOM,88,Evening,Leisure,1.0825758609677585,0,4465,2,0,4763
HYD,MAA,3,Afternoon,Leisure,0.8823121485209334,0,5237,1,0,13536
BLR,BLR,89,Evening,Business,1.0243175506533615,0,3984,2,1,4300
DEL,BOM,19,Evening,Leisure,0.8138720664607458,0,7634,2,0,15278
BOM,BLR,66,Evening,Business,0.8121233286420733,0,3510,2,1,4508
MAA,BOM,79,Afternoon,Business,1.045938378053564,1,8219,1,1,12045
DEL,MAA,86,Evening,Leisure,1.1112835510272046,0,8004,2,0,10165
HYD,BLR,74,Morning,Leisure,0.7722399800087727,0,5527,0,0,5424
MAA,BLR,82,Evening,Business,0.773673941142534,0,8713,2,1,8269
BOM,BLR,22,Morning,Business,1.0391816148762703,0,6864,0,1,16668
BOM,BOM,46,Night,Business,0.8620574513701873,0,6587,3,1,9857
BLR,HYD,13,Night,Leisure,0.9354394613446686,0,6538,3,0,15166
MAA,MAA,33,Afternoon,Business,0.9404490685885467,0,4104,1,1,7819
BLR,BLR,5,Afternoon,Business,0.8071317155709498,0,4468,1,1,8958
DEL,HYD,77,Night,Business,0.7007887800583759,0,7760,3,1,6317
MAA,MAA,27,Evening,Business,1.2118910859814043,0,3936,2,1,11384
DEL,MAA,78,Evening,Leisure,1.129001181338613,0,6274,2,0,9453
BLR,BLR,24,Evening,Leisure,1.1143231348693394,0,9275,2,0,26026
MAA,BLR,67,Night,Business,1.0279030828679918,0,5309,3,1,8531
BLR,BOM,63,Morning,Leisure,1.1205817927468722,0,9005,0,0,16566
MAA,HYD,48,Afternoon,Leisure,1.2614130265285755,0,8757,1,0,18572
BLR,HYD,63,Morning,Leisure,1.0994042417375747,0,8409,0,0,15063
BOM,BLR,78,Night,Business,0.85905484115647,0,6269,3,1,7056
BLR,MAA,12,Morning,Leisure,1.0423360310445389,0,5329,0,0,13171
BOM,BLR,28,Evening,Leisure,0.9653946420197261,0,3792,2,0,8465
BLR,MAA,44,Evening,Business,1.0338514786672897,0,9094,2,1,17880
MAA,MAA,43,Morning,Business,1.010566286447695,0,7451,0,1,15776
MAA,BLR,17,Night,Leisure,1.215265171137079,1,3961,3,0,14765
MAA,DEL,40,Morning,Leisure,1.0910800620286403,0,7384,0,0,17566
HYD,HYD,49,Evening,Business,0.8132550867604623,0,6733,2,1,9178
DEL,MAA,85,Evening,Business,0.7378100673252225,1,5591,2,1,4944
MAA,MAA,57,Night,Business,0.9546182732088082,0,7436,3,1,12899
BOM,DEL,87,Morning,Business,0.7093663733546375,1,8702,0,1,7192
MAA,BOM,84,Evening,Leisure,0.8909784315000013,0,6439,2,0,6279
HYD,DEL,64,Evening,Business,0.9208128816635354,0,9030,2,1,13017
BOM,DEL,75,Morning,Leisure,0.9253533244059543,0,8306,0,0,10751
HYD,MAA,57,Morning,Leisure,1.2876100145943357,1,9243,0,0,22543
BOM,HYD,74,Afternoon,Leisure,0.8823405261834809,1,3588,1,0,4542
BLR,DEL,74,Night,Business,0.8591364972271727,0,5163,3,1,5880
DEL,BOM,70,Night,Business,0.7776285586405247,0,6801,3,1,7361
DEL,BLR,88,Morning,Leisure,1.0066053014095677,0,8637,0,0,8692
HYD,DEL,76,Night,Leisure,0.7922045837281724,0,6220,3,0,6778
DEL,DEL,43,Evening,Leisure,1.0697768276384707,1,6437,2,0,16830
HYD,BOM,23,Morning,Leisure,0.7930958673630097,0,3921,0,0,7797
HYD,HYD,27,Morning,Leisure,1.0460039906555207,0,7249,0,0,15977
HYD,DEL,58,Morning,Business,1.1957615435047757,1,8471,0,1,20701
DEL,DEL,37,Afternoon,Business,0.7255147801114555,1,7933,1,1,15579
HYD,HYD,6,Night,Business,0.9518481849509235,0,3765,3,1,9819
DEL,BOM,65,Afternoon,Leisure,0.9766293803313013,0,6350,1,0,8690
HYD,DEL,6,Evening,Leisure,1.1746432860868674,1,4878,2,0,20254
MAA,HYD,50,Night,Business,0.9807493791673265,0,5314,3,1,9434
HYD,DEL,22,Afternoon,Business,1.040521471873792,0,5764,1,1,15116
BOM,BLR,88,Morning,Leisure,1.1747225521528426,0,7916,0,0,8992
HYD,MAA,25,Afternoon,Business,1.0358550957575745,1,4349,1,1,12846
BLR,BLR,79,Morning,Business,0.9149796481117494,0,8314,0,1,10046
HYD,DEL,72,Afternoon,Business,0.7515053665723493,0,7236,1,1,7442
BOM,BOM,51,Afternoon,Leisure,1.1379493777075465,0,4491,1,0,8712
BOM,MAA,88,Afternoon,Leisure,1.222682890097293,1,7264,1,0,10258
DEL,BLR,48,Morning,Business,1.2820387222120986,0,5308,0,1,12010
MAA,HYD,70,Afternoon,Leisure,1.255959928462941,0,6774,1,0,11565
HYD,BOM,65,Night,Business,1.1784507452999493,0,4216,3,1,7765
DEL,BLR,60,Night,Business,1.086083159347437,1,8580,3,1,16741
MAA,HYD,46,Night,Leisure,1.168876087498383,0,4395,3,0,8897
HYD,DEL,36,Morning,Leisure,0.9592502277112407,0,4676,0,0,9118
BLR,HYD,58,Morning,Leisure,1.056865728874501,1,7253,0,0,14960
HYD,BLR,76,Night,Business,0.9092198854835111,0,5276,3,1,6297
BOM,BLR,38,Night,Business,0.8960255289882296,0,6304,3,1,12001
BOM,DEL,11,Night,Business,1.1540150639656201,1,6892,3,1,26541
BLR,HYD,12,Evening,Leisure,0.972359669382137,0,4959,2,0,11823
DEL,HYD,42,Night,Business,0.8272967577586174,0,9211,3,1,15021
MAA,DEL,39,Afternoon,Business,0.8211628971651195,0,6043,1,1,9755
HYD,HYD,71,Evening,Business,1.21550341694196,0,8768,2,1,13240
BOM,DEL,11,Evening,Business,1.1066562966176028,0,8137,2,1,23601
DEL,BOM,36,Morning,Leisure,1.0276276440148695,0,8230,0,0,18702
BLR,BLR,52,Afternoon,Leisure,0.9405632415978157,1,7053,1,0,12711
BOM,BOM,31,Morning,Leisure,0.9584904344722754,0,4849,0,0,9125
BLR,MAA,33,Morning,Business,0.7344611165169662,0,6486,0,1,10658
HYD,MAA,13,Afternoon,Business,0.9729460869207056,0,6830,1,1,17499
MAA,MAA,18,Morning,Business,1.1772729463732492,0,8293,0,1,23373
BOM,DEL,41,Afternoon,Leisure,0.9327918880571934,0,5622,1,0,10719
BOM,HYD,58,Afternoon,Leisure,0.9301487515259548,0,7128,1,0,11859
HYD,BOM,56,Morning,Leisure,0.7094299498115726,0,9200,0,0,10412
DEL,BOM,24,Night,Leisure,0.9747011575348412,0,3997,3,0,8579
MAA,BOM,73,Morning,Leisure,0.7152025917687801,0,6987,0,0,6275
BOM,BOM,31,Evening,Business,1.0422096568052566,0,4221,2,1,10019
MAA,MAA,55,Morning,Leisure,1.0040700289493885,0,9370,0,0,15524
BOM,BOM,10,Afternoon,Leisure,1.2040050993543994,0,4863,1,0,16711
MAA,HYD,60,Evening,Leisure,1.0490683665554328,1,3807,2,0,7997
BLR,MAA,2,Afternoon,Business,0.8940564131933291,0,6251,1,1,15015
BOM,BOM,15,Night,Leisure,1.0097386056501485,0,4383,3,0,10287
MAA,DEL,3,Night,Leisure,1.1198238134499512,0,4764,3,0,14886
DEL,BLR,43,Evening,Leisure,0.7563782772462296,0,7848,2,0,11043
BLR,BLR,31,Night,Business,1.0726444530822603,0,8531,3,1,21566
BLR,BLR,70,Night,Business,1.2499757691867877,0,8839,3,1,15286
DEL,MAA,67,Morning,Leisure,0.8794781773787466,0,5944,0,0,7315
MAA,BOM,56,Morning,Leisure,1.0759750569258473,0,6533,0,0,12018
HYD,MAA,63,Night,Leisure,1.1927976702101462,0,9348,3,0,15924
DEL,HYD,75,Night,Leisure,1.0070838384631744,0,9333,3,0,12369
MAA,DEL,15,Morning,Business,1.130787720412231,1,4552,0,1,14071
DEL,DEL,10,Night,Leisure,0.886606203093556,0,3993,3,0,9401
DEL,BLR,38,Night,Business,0.8836350717550868,0,8554,3,1,15512
BOM,BLR,47,Afternoon,Leisure,1.1005504130791364,0,5521,1,0,11348
MAA,BLR,57,Night,Business,1.1232453243840903,1,5247,3,1,12172
HYD,BOM,50,Evening,Business,1.2622058197072863,0,8773,2,1,18116
BOM,HYD,71,Afternoon,Leisure,0.8349031448307846,0,8587,1,0,9813
DEL,HYD,15,Evening,Business,0.9809305576527815,0,6802,2,1,16494
DEL,HYD,18,Night,Leisure,0.8503080838983348,0,8522,3,0,17538
DEL,HYD,82,Morning,Business,0.7480552965281472,0,5779,0,1,5495
MAA,BLR,88,Afternoon,Business,0.9419383167684926,1,8805,1,1,9603
MAA,DEL,2,Morning,Leisure,0.924448448372922,0,4431,0,0,11736
BOM,BLR,84,Afternoon,Leisure,0.8622604719893128,0,5425,1,0,5136
HYD,HYD,43,Morning,Business,0.8781969346836499,0,8754,0,1,14949
BOM,BLR,26,Afternoon,Business,0.9162470838107668,0,4256,1,1,9357
BLR,HYD,71,Afternoon,Leisure,1.2933025796680562,0,4554,1,0,7570
DEL,MAA,38,Evening,Leisure,1.169774659580368,0,7430,2,0,18665
DEL,DEL,42,Morning,Leisure,0.7428407206521441,0,8051,0,0,10714
DEL,MAA,5,Evening,Business,1.2234479058920211,1,7854,2,1,31029
BOM,BOM,11,Evening,Leisure,1.0799819958392027,0,8026,2,0,23445
BOM,BLR,65,Morning,Leisure,1.2343562560731456,1,6953,0,0,14498
DEL,BOM,34,Afternoon,Business,0.9050258122781369,1,6016,1,1,14601
BOM,BLR,1,Evening,Leisure,0.9787113188870313,0,5464,2,0,13875
MAA,MAA,83,Morning,Leisure,1.237736234384865,0,4146,0,0,6200
MAA,HYD,2,Afternoon,Leisure,0.8635438815482088,1,8042,1,0,22857
BOM,HYD,85,Evening,Leisure,1.2493005257472491,0,6330,2,0,9020
DEL,BLR,20,Evening,Business,1.1970998272865616,0,8708,2,1,27106
BOM,HYD,61,Evening,Leisure,1.288334764545576,0,3694,2,0,7381
BOM,MAA,87,Afternoon,Leisure,0.8945545522098178,0,9033,1,0,8107
BOM,HYD,21,Evening,Leisure,0.84145190800287,1,4645,2,0,11982
BLR,MAA,88,Afternoon,Leisure,0.8985201382274368,1,6009,1,0,6282
MAA,BOM,68,Night,Leisure,1.2727898775932411,1,8735,3,0,19716
HYD,MAA,12,Evening,Leisure,0.8998439776317649,0,7791,2,0,19466
HYD,DEL,22,Night,Business,1.039127091974343,0,5583,3,1,14168
BLR,DEL,20,Morning,Business,0.9422075695519085,0,8240,0,1,17499
BOM,DEL,82,Evening,Business,0.9377320866890685,0,6852,2,1,6935
BLR,BLR,1,Morning,Leisure,0.8160271659274331,0,8630,0,0,18607
BLR,BLR,30,Morning,Leisure,1.022247724478554,0,9349,0,0,20568
DEL,BLR,24,Morning,Leisure,1.209642552980324,1,3821,0,0,11990
MAA,MAA,14,Night,Business,0.7296910081323225,1,9287,3,1,21713
HYD,BLR,36,Afternoon,Leisure,1.233535956198053,0,5787,1,0,14423
BOM,BOM,69,Night,Business,1.0992837790823797,0,8612,3,1,14615
HYD,DEL,75,Night,Leisure,1.0700428483449418,0,6631,3,0,9855
HYD,MAA,24,Morning,Leisure,1.0755401397543953,0,8245,0,0,22255
MAA,DEL,60,Evening,Business,0.8777619015726816,0,5202,2,1,7005
HYD,BLR,55,Afternoon,Business,0.9490867023209726,0,5712,1,1,9351
HYD,MAA,77,Morning,Business,1.1795740035425288,1,4330,0,1,7446
BLR,HYD,80,Afternoon,Business,0.8838286221617737,0,3688,1,1,3721
MAA,BOM,24,Night,Business,0.9820121257436181,0,9106,3,1,21190
DEL,BLR,77,Afternoon,Business,0.7117793628325919,0,7552,1,1,7203
BOM,BLR,24,Afternoon,Leisure,1.140135011761304,0,3591,1,0,8726
HYD,BOM,54,Evening,Business,0.9506213060071633,0,7377,2,1,11520
BOM,BOM,26,Morning,Leisure,1.0152152610841623,0,5411,0,0,11786
DEL,HYD,66,Afternoon,Leisure,0.7688135906864552,1,5836,1,0,8444
BOM,BLR,80,Afternoon,Leisure,1.2950285372724621,0,5080,1,0,8578
DEL,BLR,38,Night,Leisure,0.8814806961909076,0,4908,3,0,8084
BLR,DEL,65,Night,Leisure,1.0809937969578702,0,3674,3,0,5813
HYD,MAA,75,Afternoon,Business,1.0487418069126793,0,9292,1,1,13718
DEL,MAA,51,Morning,Business,1.1710553223549942,0,3973,0,1,8024
BOM,DEL,35,Afternoon,Business,0.8763021733731763,0,6932,1,1,13299
HYD,MAA,43,Afternoon,Leisure,1.1535564069983424,0,3769,1,0,7760
BLR,BOM,29,Evening,Business,0.9295010384114406,0,5544,2,1,11312
